"name","abbreviated_name","authorized_bidder","company","fax_number","project_id"
ENSPECT INC,ENSPE010,true,ENSPECT INC,"",1271319
CONNELLY ELECTRIC CO,CONEL005,true,CONNELLY ELECTRIC CO,(630) 543-9077,1271319
LPS PAVEMENT CO *,LPSPA010,true,LPS PAVEMENT CO *,(630) 551-2105,1271319
REX ELECTRIC & TECHNOLOGIES LLC,REXEL010,true,REX ELECTRIC & TECHNOLOGIES LLC,(312) 251-3667,1271319
THE CASINO,CASIN010,true,THE CASINO,"",1271319
PHILLIP M ROMANOWSKI,ROMPH010,true,PHILLIP M ROMANOWSKI,"",1271319
CAIN MILLWORK INC,CAIMI010,true,CAIN MILLWORK INC,(815) 561-8404,1271319
OLDCASTLE PRECAST INC - FILE NO 72477-250,OLDPR010,true,OLDCASTLE PRECAST INC - FILE NO 72477-250,(763) 323-3526,1271319
BLOCK & CO INC,BLOCO010,true,BLOCK & CO INC,(800) 435-5707,1271319
MIDWEST FENCE CORP *,MIDFE010,true,MIDWEST FENCE CORP *,(773) 722-6626,1271319
STUDIO VILLANUEVA ARCHITECTURE LLC,STUVI010,true,STUDIO VILLANUEVA ARCHITECTURE LLC,"",1271319
ADVENTIST GLENOAKS HOPSPITAL,ADVGL010,true,ADVENTIST GLENOAKS HOPSPITAL,"",1271319
ROLLING PLAINS CONSTRUCTION INC,ROLPL010,true,ROLLING PLAINS CONSTRUCTION INC,"",1271319
D E S PAINTING INC,DESPA010,true,D E S PAINTING INC,(773) 889-0860,1271319
COVE REMEDIATION LLC,COVRE005,true,COVE REMEDIATION LLC,"",1271319
M&P VENTURE PARTNERS DEMOLITION LLC,MPVEN010,true,M&P VENTURE PARTNERS DEMOLITION LLC,"",1271319
EXECUTIVE WEST BUILDING LLC,EXEWE010,true,EXECUTIVE WEST BUILDING LLC,"",1271319
LOWERY TILE CO *,LOWTI010,true,LOWERY TILE CO *,(708) 389-9209,1271319
ARMOURCOAT SURFACE FINISHES INC,ARMSU010,true,ARMOURCOAT SURFACE FINISHES INC,(702) 644-0554,1271319
ACCURATE PARTITIONS CORP,ACCPA020,true,ACCURATE PARTITIONS CORP,"630-323-8282",1271319
ADVOCATE HEALTH AND HOSPITALS CORP,ADVHE905,true,ADVOCATE HEALTH AND HOSPITALS CORP,,1271319
AJAX CONSULTING SERVICES LLC,AJACO900,true,AJAX CONSULTING SERVICES LLC,,1271319
ANDERSON MIKOS ARCHITECTS LTD,ANDMI010,true,ANDERSON MIKOS ARCHITECTS LTD,(630) 573-5176,1271319
ARCHITRAVE LTD,ARCHI010,true,ARCHITRAVE LTD,,1271319
AV SCHWAN & ASSOCIATES,AVSCH010,true,AV SCHWAN & ASSOCIATES,"",1271319
AVI-SPL,AVISP011,true,AVI-SPL,,1271319
BISHOP FIXTURE & MILLWORK INC,BISFI010,true,BISHOP FIXTURE & MILLWORK INC,"",1271319
BLOCK IRON & SUPPLY CO INC,BLOIR010,true,BLOCK IRON & SUPPLY CO INC,(920) 231-3051,1271319
CBRE INC,CBREI900,true,CBRE INC,,1271319
CHICAGO ORNAMENTAL PLASTERING,CHIOR010,true,CHICAGO ORNAMENTAL PLASTERING,,1271319
EASTLAKE STUDIO,EASST010,true,EASTLAKE STUDIO,"",1271319
EDGE ASSOCIATES INC,EDGAS010,true,EDGE ASSOCIATES INC,"",1271319
INTERWORK ARCHITECTS,INTAR015,true,INTERWORK ARCHITECTS,"",1271319
KONE,KONIN010,true,KONE,"630-629-4330",1271319
LOYOLA UNIVERSITY MEDICAL CENTER,LOYUN030,true,LOYOLA UNIVERSITY MEDICAL CENTER,"",1271319
MANSKE DIECKMANN THOMPSON,MANDI010,true,MANSKE DIECKMANN THOMPSON,"773-561-9648",1271319
MDC ARCHITECTS P C,MDCAR010,true,MDC ARCHITECTS P C,"630-830-0316",1271319
MORI SEIKI USA INC,MORSE900,true,MORI SEIKI USA INC,"",1271319
OAK PARK PUBLIC LIBRARY,OAKPA910,true,OAK PARK PUBLIC LIBRARY,"",1271319
ROBERT A M STERN ARCHITECTS LLP,STERO005,true,ROBERT A M STERN ARCHITECTS LLP,,1271319
S & C ELECTRIC CO,SCELE900,true,S & C ELECTRIC CO,,1271319
SKIDMORE OWINGS & MERRILL LLP,SKIOW010,true,SKIDMORE OWINGS & MERRILL LLP,"",1271319
STR PARTNERS LLC,STRPA010,true,STR PARTNERS LLC,,1271319
SUDLER PROPERTY MANAGEMENT,SUDPR900,true,SUDLER PROPERTY MANAGEMENT,,1271319
VINCI - HAMP ARCHITECTS CHICAGO,VINHA900,true,VINCI - HAMP ARCHITECTS CHICAGO,(312) 733-4276,1271319
WALBRIDGE,WALBR900,true,WALBRIDGE,"",1271319
WW BUILDCO LLC,WWBUI900,true,WW BUILDCO LLC,"",1271319
LATIMER SOMMERS & ASSOCIATES,LATSO005,true,LATIMER SOMMERS & ASSOCIATES,"",1271319
HIRSCH MPG,HIRMP010,true,HIRSCH MPG,"",1271319
BUILDCON1,BUILD010,true,BUILDCON1,"",1271319
THE ENGINEERING STUDIO INC,ENGST010,true,THE ENGINEERING STUDIO INC,"",1271319
CHICAGO HORTICULTURAL SOCIETY,CHIHO015,true,CHICAGO HORTICULTURAL SOCIETY,"",1271319
WIRTZ INTERNATIONAL LANDSCAPE ARCHITECTS,WIRIN010,true,WIRTZ INTERNATIONAL LANDSCAPE ARCHITECTS,"",1271319
TROWBRIDGE WOLF MICHAELS LANDSCAPE,TROWO010,true,TROWBRIDGE WOLF MICHAELS LANDSCAPE,"",1271319
LIVING HABITATS,LIVHA010,true,LIVING HABITATS,"",1271319
F2 ENVIRONMENTAL DESIGN,F2ENV010,true,F2 ENVIRONMENTAL DESIGN,"",1271319
BROWN + ASSOCIATES INC,BROAS900,true,BROWN + ASSOCIATES INC,"",1271319
S PROJECTS LLC,SPROJ010,true,S PROJECTS LLC,"",1271319
WATERTON,WATER005,true,WATERTON,"",1271319
MANSUETO OFFICE,MANOF010,true,MANSUETO OFFICE,"",1271319
MAP STRATEGIES LLC,MAPST010,true,MAP STRATEGIES LLC,"",1271319
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1271319
CAPITAL ONE NA,CAPON900,true,CAPITAL ONE NA,,1271319
KNICKPOINT VENTURES,KNIVE900,true,KNICKPOINT VENTURES,"",1271319
LOYOLA UNIVERSITY HEALTH SYSTEMS,LOYUN905,true,LOYOLA UNIVERSITY HEALTH SYSTEMS,,1271319
NORTHWESTERN MEMORIAL HOSPITAL,NORME900,true,NORTHWESTERN MEMORIAL HOSPITAL,"",1271319
NORTHSHORE UNIVERSITY HEALTH SYSTEM,NORSU900,true,NORTHSHORE UNIVERSITY HEALTH SYSTEM,,1271319
OAK PARK ELEMENTARY SCHOOL DISTRICT 97,OAKPA907,true,OAK PARK ELEMENTARY SCHOOL DISTRICT 97,,1271319
ST JOSEPH COUNTY PUBLIC LIBRARY,STJOS890,true,ST JOSEPH COUNTY PUBLIC LIBRARY,"",1271319
WHITE EAGLE GOLF CLUB,WHIEA900,true,WHITE EAGLE GOLF CLUB,"",1271319
CRAIG & COMPANY,CRACO015,true,CRAIG & COMPANY,,1271319
CONSOLIDATED CHICAGO,CONCH010,true,CONSOLIDATED CHICAGO,(630) 458-8601,1271319
VOX ELECTRIC COMPANY INC,VOXEL010,true,VOX ELECTRIC COMPANY INC,(630) 550-5174,1271319
INTERIOR FINISHES,INTFI007,true,INTERIOR FINISHES,,1271319
ART MOSAIC & TILE CO,ARTMO010,true,ART MOSAIC & TILE CO,,1271319
MECHANICAL CONCEPTS INC,MECCO007,true,MECHANICAL CONCEPTS INC,"",1271319
ARKOS DESIGN,ARKDE010,true,ARKOS DESIGN,"",1271319
ROBERT HENRY CORP,HENRO015,true,ROBERT HENRY CORP,"",1271319
HERRMAN & GOETZ,HERGO010,true,HERRMAN & GOETZ,"",1271319
INDIANA EARTH,INDEA010,true,INDIANA EARTH,"",1271319
LARSON-DANIELSON,LARDA005,true,LARSON-DANIELSON,"",1271319
E J WHITE,WHIEJ010,true,E J WHITE,"",1271319
SEXTON LANDSCAPE CONCEPTS,SEXLA010,true,SEXTON LANDSCAPE CONCEPTS,"",1271319
CIRCLE DESIGN GROUP,CIRDE010,true,CIRCLE DESIGN GROUP,"",1271319
FINK ROBERT & PETRIE INC,FINRO010,true,FINK ROBERT & PETRIE INC,"",1271319
RIGHTSIZE FACILITY,RIGFA010,true,RIGHTSIZE FACILITY,,1271319
KELLER NORTH AMERICA,KELNO010,true,KELLER NORTH AMERICA,,1271319
PRIME SCAFFOLD INC *,PRISC010,true,PRIME SCAFFOLD INC *,(630) 595-4352,1271319
LINCOLN PROPERTY CO,LINPR900,true,LINCOLN PROPERTY CO,"",1271319
C R LEONARD PLUMBING & HEATING INC,LEOCR010,true,C R LEONARD PLUMBING & HEATING INC,"",1271319
LEO A DALY,LEODA010,true,LEO A DALY,"",1271319
RATHGEBER-GOSS ASSOCIATES,RATGO010,true,RATHGEBER-GOSS ASSOCIATES,"",1271319
WFT ENGINEERING,WFTEN010,true,WFT ENGINEERING,"",1271319
COMMERCIAL MATERIAL SOLUTIONS LLC,COMMA003,true,COMMERCIAL MATERIAL SOLUTIONS LLC,"",1271319
MACROSTIE HISTORIC ADVISORS LLC,MACHI010,true,MACROSTIE HISTORIC ADVISORS LLC,"",1271319
ALLIANCE DOOR & HARDWARE LLC,ALLDO005,true,ALLIANCE DOOR & HARDWARE LLC,(708) 581-7831,1271319
JONES & CLEARY,CLEJO900,true,JONES & CLEARY,"",1271319
JONES LANG LASALLE,JONLA901,true,JONES LANG LASALLE,,1271319
KELSO-BURNETTE (231 S. LASALLE)*,KELBU900,true,KELSO-BURNETTE (231 S. LASALLE)*,(847) 259-0839,1271319
THOMAS SAMUELS ENTERPRISES,SAMTO010,true,THOMAS SAMUELS ENTERPRISES,,1271319
ALLIANCE ARCHITECTS,ALLAR015,true,ALLIANCE ARCHITECTS,"",1271319
HYDRO DRAMATICS,HYDDR010,true,HYDRO DRAMATICS,"",1271319
SALAS O'BRIEN,SALOB010,true,SALAS O'BRIEN,,1271319
THE CASINO CLUB,CASCL900,true,THE CASINO CLUB,"",1271319
HOWARD BROWN HEALTH,HOWBR900,true,HOWARD BROWN HEALTH,"",1271319
HOWARD BROWN HEALTH,HOWBR010,true,HOWARD BROWN HEALTH,"",1271319
SIGNATURE DESIGN GROUP INC,SIGDE015,true,SIGNATURE DESIGN GROUP INC,"",1271319
LUCIEN LAGRANGE,LUCLA010,true,LUCIEN LAGRANGE,"",1271319
FOEGLEY LANDSCAPE INC,FOELA010,true,FOEGLEY LANDSCAPE INC,"",1271319
TPC TECHNOLOGIES,TPCTE010,true,TPC TECHNOLOGIES,"",1271319
CHRIST CHURCH CHICAGO,CHRCH010,true,CHRIST CHURCH CHICAGO,"",1271319
TEAM A,TEAMA010,true,TEAM A,"",1271319
BOSS DISPLAY CORP,BOSDI010,true,BOSS DISPLAY CORP,"",1271319
HRC MARBLE LLC,MARRE020,true,HRC MARBLE LLC,,1271319
TS ENGINEERING LLC,TSENG010,true,TS ENGINEERING LLC,,1271319
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1271319
HILL FIRE PROTECTION LLC *,HILAH010,true,HILL FIRE PROTECTION LLC *,"847-451-4270",1271319
HILL MECHANICAL CORP,HILME900,true,HILL MECHANICAL CORP,"847-451-4270",1271319
"WISS, JANNEY, ELSTNER ASSOCIATES INC",WISJA900,true,"WISS, JANNEY, ELSTNER ASSOCIATES INC","847-291-9599",1271319
TRIANGLE ELECTRIC CO,TRIEL010,true,TRIANGLE ELECTRIC CO,,1271319
CUSTOM MILLWORK & DISPLAY INC,CUSMI010,true,CUSTOM MILLWORK & DISPLAY INC,,1271319
WSP USA,WSPUS010,true,WSP USA,,1271319
VERTEX PROPERTIES LLC,VERPR010,true,VERTEX PROPERTIES LLC,"",1271319
LERCH BATES INC,LERBA010,true,LERCH BATES INC,,1271319
RL EDWARD PARTNERS,RLEDW010,true,RL EDWARD PARTNERS,,1271319
CHICAGO SIGN GROUP LLC,CHISI003,true,CHICAGO SIGN GROUP LLC,"",1271319
TELECOM TECHNICIANS INC,TELTE010,true,TELECOM TECHNICIANS INC,,1271319
EALAIN STUDIO,EALST010,true,EALAIN STUDIO,,1271319
HYATT REGENCY CHICAGO,HYARE901,true,HYATT REGENCY CHICAGO,,1271319
ROCKEY STRUCTURES LLC,ROCST010,true,ROCKEY STRUCTURES LLC,"",1271319
AMS MECHANICAL SYSTEM INC,AMSME900,true,AMS MECHANICAL SYSTEM INC,,1271319
SHAMBAUGH & SON LP,GUAFI010,true,SHAMBAUGH & SON LP,"630-725-0700",1271319
Owner TEST Company,"",true,Owner TEST Company,"",1271743
Architect TEST Company,"",true,Architect TEST Company,"",1271743
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,"",1271743
BLOCK ELECTRIC CO INC *,BLOEL010,true,BLOCK ELECTRIC CO INC *,(847) 647-6980,1271743
CALANCE*,CALAN010,true,CALANCE*,"",1271743
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1271743
CALANCE*,CALAN010,true,CALANCE*,,1272190
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1272190
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1272190
BULLEY & ANDREWS CONCRETE RESTORATION LLC,,true,BULLEY & ANDREWS CONCRETE RESTORATION LLC,,1272190
Owner TEST Company,"",true,Owner TEST Company,"",1272204
Architect TEST Company,,true,Architect TEST Company,,1272204
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1272204
CALANCE*,CALAN010,true,CALANCE*,,1272204
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1272204
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1272204
HALLORAN & YAUCH INC,HALYA010,true,HALLORAN & YAUCH INC,"847-281-9780",1272374
SPACECO INC,SPAIN005,true,SPACECO INC,(847) 696-4065,1272374
R & I ORNAMENTAL IRON INC *,RIORN010,true,R & I ORNAMENTAL IRON INC *,(847) 836-6398,1272374
PEAK ELECTRIC INC,PEAEL010,true,PEAK ELECTRIC INC,(708) 233-1603,1272374
BAUMGARTNER CONSTRUCTION INC *,BAUCO010,true,BAUMGARTNER CONSTRUCTION INC *,(630) 420-0621,1272374
LANDSCAPE FORMS INC,LANFO010,true,LANDSCAPE FORMS INC,(269) 381-3455,1272374
NORTHWESTERN MEDICINE,NORME897,true,NORTHWESTERN MEDICINE,"",1272374
MAGLIN SITE FURNITURE,MAGSI010,true,MAGLIN SITE FURNITURE,"",1272374
CALANCE*,CALAN010,true,CALANCE*,"",1272374
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,"",1272374
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1272374
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,"",1272687
CALANCE*,CALAN010,true,CALANCE*,"",1272687
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1272687
Owner TEST Company,"",true,Owner TEST Company,"",1272736
Architect TEST Company,,true,Architect TEST Company,,1272736
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1272736
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1272736
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1272736
Owner TEST Company,"",true,Owner TEST Company,"",1273211
Architect TEST Company,"",true,Architect TEST Company,"",1273211
LOYOLA UNIVERSITY CHICAGO,LOYUN010,true,LOYOLA UNIVERSITY CHICAGO,"",1273211
KLEIN & HOFFMAN INC,KLEHO010,true,KLEIN & HOFFMAN INC,"",1273211
UNIVERSITY OF CHICAGO,UNICH027,true,UNIVERSITY OF CHICAGO,"",1273211
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,"",1273211
LOYOLA UNIVERSITY CHICAGO,LOYUN900,true,LOYOLA UNIVERSITY CHICAGO,"",1273211
Owner TEST Company,"",true,Owner TEST Company,"",1274810
Architect TEST Company,,true,Architect TEST Company,,1274810
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1274810
CALANCE*,CALAN010,true,CALANCE*,,1274810
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1274810
Owner TEST Company,"",true,Owner TEST Company,"",1274971
Architect TEST Company,,true,Architect TEST Company,,1274971
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1274971
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1274971
CALANCE*,CALAN010,true,CALANCE*,,1274971
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1274971
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,"",1276250
JUST RITE ACOUSTICS INC *,JUSRI010,true,JUST RITE ACOUSTICS INC *,(847) 357-8280,1276250
RECORD AUTOMATIC DOORS INC,RECAU010,true,RECORD AUTOMATIC DOORS INC,(515) 263-0001,1276250
MARTIN PETERSEN CO INC *,PETMA010,true,MARTIN PETERSEN CO INC *,(262) 658-1048,1276250
MECHANICAL INC,MECIN020,true,MECHANICAL INC,(847) 973-1169,1276250
FIVE STAR DECORATING INC,FIVST005,true,FIVE STAR DECORATING INC,(630) 458-4499,1276250
KUNDEN ARCHITECTURAL INC,KUNAR010,true,KUNDEN ARCHITECTURAL INC,(847) 742-1919,1276250
INTEGRAL FLOORING SYSTEMS,INTFL015,true,INTEGRAL FLOORING SYSTEMS,(630) 343-0707,1276250
PHOENIX WOODWORKING CORP,PHOWO010,true,PHOENIX WOODWORKING CORP,(815) 338-9383,1276250
ASHBURN POWER & LIGHT INC,ASHBU010,true,ASHBURN POWER & LIGHT INC,"",1276250
INTERWORK ARCHITECTS,INTAR015,true,INTERWORK ARCHITECTS,"",1276250
NORTHSHORE UNIVERSITY HEALTH SYSTEM,NORSU900,true,NORTHSHORE UNIVERSITY HEALTH SYSTEM,"",1276250
CALANCE*,CALAN010,true,CALANCE*,"",1276250
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,"",1276250
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1276250
Owner TEST Company,"",true,Owner TEST Company,"",1276368
Architect TEST Company,,true,Architect TEST Company,,1276368
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1276368
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1276368
CALANCE*,CALAN010,true,CALANCE*,,1276368
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1276368
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1276368
Owner TEST Company,"",true,Owner TEST Company,"",1276400
Architect TEST Company,,true,Architect TEST Company,,1276400
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1276400
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1276400
Owner TEST Company,"",true,Owner TEST Company,"",1276551
Architect TEST Company,,true,Architect TEST Company,,1276551
Owner TEST Company,"",true,Owner TEST Company,"",1276967
Architect TEST Company,,true,Architect TEST Company,,1276967
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1276967
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1276967
CALANCE*,CALAN010,true,CALANCE*,,1276967
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1277006
CALANCE*,CALAN010,true,CALANCE*,,1277006
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1277006
BULLEY & ANDREWS CONCRETE RESTORATION LLC,,true,BULLEY & ANDREWS CONCRETE RESTORATION LLC,,1277006
CALANCE*,CALAN010,true,CALANCE*,,1277849
BULLEY & ANDREWS CONCRETE RESTORATION LLC,,true,BULLEY & ANDREWS CONCRETE RESTORATION LLC,,1277849
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,"",1278085
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1278265
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1278265
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1278265
BULLEY & ANDREWS CONCRETE RESTORATION LLC,,true,BULLEY & ANDREWS CONCRETE RESTORATION LLC,,1278265
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1279099
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1279099
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1279099
BULLEY & ANDREWS CONCRETE RESTORATION LLC,,true,BULLEY & ANDREWS CONCRETE RESTORATION LLC,,1279099
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,"",1280298
CALANCE*,CALAN010,true,CALANCE*,"",1280298
Owner TEST Company,"",true,Owner TEST Company,"",1280319
Architect TEST Company,"",true,Architect TEST Company,"",1280319
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,"",1280319
CALANCE*,CALAN010,true,CALANCE*,"",1280319
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,"",1280319
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1280319
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1281108
CALANCE*,CALAN010,true,CALANCE*,,1281108
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1281108
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1281108
BULLEY & ANDREWS CONCRETE RESTORATION LLC,,true,BULLEY & ANDREWS CONCRETE RESTORATION LLC,,1281108
Owner TEST Company,"",true,Owner TEST Company,"",1281224
Architect TEST Company,,true,Architect TEST Company,,1281224
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1281224
CALANCE*,CALAN010,true,CALANCE*,,1281224
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1281224
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1281224
Owner TEST Company,"",true,Owner TEST Company,"",1281329
Architect TEST Company,"",true,Architect TEST Company,"",1281329
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,"",1281329
LOYOLA UNIVERSITY CHICAGO,LOYUN900,true,LOYOLA UNIVERSITY CHICAGO,"",1281329
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1281329
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1281823
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1281823
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1281823
BULLEY & ANDREWS CONCRETE RESTORATION LLC,,true,BULLEY & ANDREWS CONCRETE RESTORATION LLC,,1281823
Owner TEST Company,"",true,Owner TEST Company,"",1282244
Subcontractor TEST Company,Test Code,true,Subcontractor TEST Company,(333) 654-9995,1282244
Architect TEST Company,,true,Architect TEST Company,,1282244
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1282244
Owner TEST Company,"",true,Owner TEST Company,"",1282764
Architect TEST Company,,true,Architect TEST Company,,1282764
FEDERAL RENT-A-FENCE INC *,FEDRE010,true,FEDERAL RENT-A-FENCE INC *,(800) 256-4783,1282764
GIMBEL ABRAMS + SINGER,GIMAB010,true,GIMBEL ABRAMS + SINGER,(312) 782-6574,1282764
GILCO SCAFFOLDING CO LLC,GILSC010,true,GILCO SCAFFOLDING CO LLC,(847) 298-1797,1282764
R G CONSTRUCTION SERVICES INC **,RGCON010,true,R G CONSTRUCTION SERVICES INC **,(630) 782-0188,1282764
ASCHER BROTHERS CO INC *,ASCBR010,true,ASCHER BROTHERS CO INC *,"773- 588-5350",1282764
BLOCK ELECTRIC CO INC *,BLOEL010,true,BLOCK ELECTRIC CO INC *,(847) 647-6980,1282764
LUSE COMPANIES *,LUSCO010,true,LUSE COMPANIES *,"",1282764
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1282764
CALANCE*,CALAN010,true,CALANCE*,,1282764
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1282764
"WISS, JANNEY, ELSTNER ASSOCIATES INC",WISJA900,true,"WISS, JANNEY, ELSTNER ASSOCIATES INC","847-291-9599",1282764
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1282820
CALANCE*,CALAN010,true,CALANCE*,,1282820
BULLEY & ANDREWS CONCRETE RESTORATION LLC,,true,BULLEY & ANDREWS CONCRETE RESTORATION LLC,,1282820
Owner TEST Company,"",true,Owner TEST Company,"",1284749
Architect TEST Company,,true,Architect TEST Company,,1284749
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1284749
CALANCE*,CALAN010,true,CALANCE*,,1284749
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1284749
Owner TEST Company,"",true,Owner TEST Company,"",1284795
Architect TEST Company,,true,Architect TEST Company,,1284795
BTL ARCHITECTS INC,BTLAR010,true,BTL ARCHITECTS INC,,1284795
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1284795
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1284795
Owner TEST Company,"",true,Owner TEST Company,"",1285173
Architect TEST Company,"",true,Architect TEST Company,"",1285173
SKENDER CONSTRUCTION,SKECO900,true,SKENDER CONSTRUCTION,"",1285173
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,"",1285173
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1285173
CALANCE*,CALAN010,true,CALANCE*,,1285496
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1285496
Owner TEST Company,"",true,Owner TEST Company,"",1286304
Architect TEST Company,"",true,Architect TEST Company,"",1286304
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,"",1286304
KELLERMEYER GODFRYT HART,KELGO010,true,KELLERMEYER GODFRYT HART,(847) 692-0037,1286304
COMMUNITY SPECIALISTS,COMSP015,true,COMMUNITY SPECIALISTS,(312) 337-8957,1286304
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,"",1286304
PRIME SCAFFOLD INC *,PRISC010,true,PRIME SCAFFOLD INC *,(630) 595-4352,1286304
"1720 S MICHIGAN CONDOMINIUM ASSOCIATION","172SM900",true,"1720 S MICHIGAN CONDOMINIUM ASSOCIATION","",1286304
POTTER IACUNATO CONCRETE CONSTR INC *,IACCO010,true,POTTER IACUNATO CONCRETE CONSTR INC *,"",1286304
OAK BROOK TOWERS CONDO ASSOC,OAKBR900,true,OAK BROOK TOWERS CONDO ASSOC,"",1286304
CALANCE*,CALAN010,true,CALANCE*,"",1286304
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,"",1286304
Owner TEST Company,"",true,Owner TEST Company,"",1286739
