"project_id","name","display_name","project_number","office_name","project_type_name","description","estimated_start_date","estimated_completion_date","project_start_date","projected_finish_date","last_wokring_update"
1256944,Shoring Plan - Brookwood on the Greens,"5200114 - Shoring Plan - Brookwood on the Greens","5200114","Bulley & Andrews Concrete Restoration, LLC",Commercial,,2020-05-20,2020-07-31,2020-05-20,2020-07-31,2024-08-06
1257422,"1100 LSD Plumbing Risers","119234 - 1100 LSD Plumbing Risers","119234","Bulley & Andrews, LLC",Multi-Tenant,"Domestic Water pipe replacement - Horizontal distribution, express and risers. ",2020-01-20,2020-08-14,2020-01-20,2020-08-14,2024-03-19
1257456,Deer Path Inn,"4200214 - Deer Path Inn","4200214","Bulley & Andrews Masonry Restoration, LLC",Hospitality,,2020-05-13,2020-05-15,2020-06-22,2020-07-03,2024-03-19
1257753,Lyric Opera Seat Replacement,"1200245 - Lyric Opera Seat Replacement","1200245","Bulley & Andrews, LLC",Performance Space,"Remove existing seats, recountor the auditorium floor, rework electric & HVAC in auditorium, repaint and recarpet the floor",2020-06-22,2020-08-22,2019-06-04,2020-11-18,2024-03-19
1258620,Loyola Santa Clara Basement Repairs,"5200115 - Loyola Santa Clara Basement Repairs","5200115","Bulley & Andrews Concrete Restoration, LLC",Parking Facility,,2020-05-14,2020-12-31,2020-05-14,2020-12-31,2024-08-06
1259074,UC I House,"4200215 - UC I House","4200215","Bulley & Andrews Masonry Restoration, LLC",Commercial,,2020-05-14,2020-05-28,2020-05-14,2020-05-28,2024-08-06
1259174,"1 N LaSalle","5200116 - 1 N LaSalle","5200116","Bulley & Andrews Concrete Restoration, LLC",Parking Facility,,2020-05-14,2020-10-03,2020-05-14,2020-10-03,2024-08-06
1260010,Capital One Southport - LVT Replacement,"1200264 - Capital One Southport - LVT Replacement","1200264","Bulley & Andrews, LLC",Corporate,,2020-05-18,2020-06-15,2020-05-18,2020-06-15,2024-03-19
1260018,Capital One Lincoln Park - LVT Replacement,"1200265 - Capital One Lincoln Park - LVT Replacement","1200265","Bulley & Andrews, LLC",Corporate,,2020-05-27,2020-06-15,2020-05-27,2020-06-15,2024-03-19
1260110,"2626 N Lakeview - Plumbing Riser Replacement","1200266-1 - 2626 N Lakeview - Plumbing Riser Replacement","1200266-1","Bulley & Andrews, LLC",Multi-Tenant,"Domestic Water Replacement - Express, Distribution & Risers. ",2021-03-01,2022-06-15,2021-03-01,2022-06-15,2024-08-06
1260284,Howard Brown Health Broadway Youth Center,"1200122 - Howard Brown Health Broadway Youth Center","1200122","Bulley & Andrews, LLC",Mixed-Use Space,"Ground up construction of a 20,000 SF youth center in the Lakeview neighborhood that includes a commercial kitchen, clinic/exam rooms, offices, labs and a dance & movement room.  ",2020-08-01,2021-08-31,2020-08-01,2021-08-31,2024-08-06
1260292,"111 N Canal - Alley/Garage Rehabilitation Phase 2","5200117 - 111 N Canal - Alley/Garage Rehabilitation Phase 2","5200117","Bulley & Andrews Concrete Restoration, LLC",Parking Facility,,2020-06-22,2020-12-30,2020-06-22,2020-12-30,2024-08-06
1260907,"1530 N. State Parkway - New Roof Anchorages","5200118 - 1530 N. State Parkway - New Roof Anchorages","5200118","Bulley & Andrews Concrete Restoration, LLC",Commercial,,2020-05-18,2020-12-31,2020-05-18,2020-12-31,2024-08-06
1261559,"1546 N Bosworth","4200217 - 1546 N Bosworth","4200217","Bulley & Andrews Masonry Restoration, LLC",Commercial,,2020-05-18,2020-05-29,2020-05-18,2020-05-29,2024-08-06
1261605,ANL - Long Beamline Building,"5200119 - ANL - Long Beamline Building","5200119","Bulley & Andrews Concrete Restoration, LLC",Parking Facility,,2020-05-18,2021-01-01,2020-05-18,2021-01-01,2024-08-06
1261875,St. Chrysostom's - Phase 3,"1200235 - St. Chrysostom's - Phase 3","1200235","Bulley & Andrews, LLC",Sacred / Religious Space,"Partial interior renovation of existing day school, new first floor restroom facilities, and new mechanical, electrical, and plumbing equipment.  Exterior improvements include new roofing and masonry repointing, window replacement and enclosure of new vestibule at south elevation.",2020-05-26,2020-09-01,2020-05-26,2020-09-01,2024-08-06
1262066,"Rush Oak Brook Orthopedic Center, Service Contract - Misc Garage Repair","5200120 - Rush Oak Brook Orthopedic Center, Service Contract - Misc Garage Repair","5200120","Bulley & Andrews Concrete Restoration, LLC",Healthcare,"Perform miscellaneous repair to the elevated parking structure; concrete patch, sealant, and expansion joint.",2019-11-11,2022-10-31,2019-11-11,2022-10-31,2024-08-06
1262582,"1100 N Lake Shore Dr.","4200218 - 1100 N Lake Shore Dr.","4200218","Bulley & Andrews Masonry Restoration, LLC",Mixed-Use Space,,2020-05-18,2020-06-06,2020-05-18,2020-06-06,2024-08-06
1263330,Mid America Concrete Repair,"5200121 - Mid America Concrete Repair","5200121","Bulley & Andrews Concrete Restoration, LLC",Plaza,,2020-05-19,2020-06-19,2020-05-19,2020-06-19,2024-08-06
1263802,"1130 N Lake Shore Dr","4200220 - 1130 N Lake Shore Dr","4200220","Bulley & Andrews Masonry Restoration, LLC",Commercial,,2020-05-19,2020-05-29,2020-05-19,2020-05-29,2024-08-06
1263893,"2144 N. LPW","4200219 - 2144 N. LPW","4200219","Bulley & Andrews Masonry Restoration, LLC",Residential,,2020-06-22,2020-08-28,2020-06-22,2020-08-28,2024-03-19
1264908,"112 S. Michigan Avenue Sidewalk Project","5200122 - 112 S. Michigan Avenue Sidewalk Project","5200122","Bulley & Andrews Concrete Restoration, LLC",Commercial,,2020-05-20,2020-12-31,2020-05-20,2020-12-31,2024-08-06
1265306,Corridors III Garage Repair Maintenance (Year 2),"5200126 - Corridors III Garage Repair Maintenance (Year 2)","5200126","Bulley & Andrews Concrete Restoration, LLC",Parking Facility,,2020-06-15,2020-10-31,2020-06-15,2020-10-31,2024-08-06
1265985,Harper College - 2020 Wall Life Safety & Exterior Stairs (Re-Bid),"5200127 - Harper College - 2020 Wall Life Safety & Exterior Stairs (Re-Bid)","5200127","Bulley & Andrews Concrete Restoration, LLC",Higher Ed,,2020-05-22,2020-12-31,2020-05-22,2020-12-31,2024-08-06
1266041,Our Lady of Brook Catholic Church,"4200223 - Our Lady of Brook Catholic Church","4200223","Bulley & Andrews Masonry Restoration, LLC",Sacred / Religious Space,,2020-05-21,2020-05-21,2020-05-21,2020-05-21,2024-08-06
1266050,S&C Electric Building 4,"4200224 - S&C Electric Building 4","4200224","Bulley & Andrews Masonry Restoration, LLC",Commercial,,2020-05-01,2020-05-24,2020-05-01,2020-05-24,2024-08-06
1266211,"2733 W. Belden Ave_Epoxy Injection","5200123 - 2733 W. Belden Ave_Epoxy Injection","5200123","Bulley & Andrews Concrete Restoration, LLC",Multi-Tenant,,2020-05-21,2020-05-26,2020-05-21,2020-05-26,2024-08-06
1266222,"400 E Randolph_Shot Blasting Trazzo","5200124 - 400 E Randolph_Shot Blasting Trazzo","5200124","Bulley & Andrews Concrete Restoration, LLC",Mixed-Use Space,,2020-05-21,2020-06-12,2020-05-21,2020-06-12,2024-08-06
1266256,"1100 N Lake Shore Drive_Expansion Joint","5200125 - 1100 N Lake Shore Drive_Expansion Joint","5200125","Bulley & Andrews Concrete Restoration, LLC",Multi-Tenant,,2020-05-21,2020-06-05,2020-05-21,2020-06-05,2024-08-06
1266262,Harper College - 2020 Sidewalk & Concrete Maintenance,"5200128 - Harper College - 2020 Sidewalk & Concrete Maintenance","5200128","Bulley & Andrews Concrete Restoration, LLC",Higher Ed,,2020-05-22,2020-12-31,2020-05-22,2020-12-31,2024-08-06
1266376,Greenview Passage Condo,"4200225 - Greenview Passage Condo","4200225","Bulley & Andrews Masonry Restoration, LLC",Corporate,,2020-05-24,2020-06-02,2020-05-24,2020-06-02,2024-08-06
1269255,Hosmer Apartments,"4200226 - Hosmer Apartments","4200226","Bulley & Andrews Masonry Restoration, LLC",Mixed-Use Space,,2020-05-26,2020-06-05,2020-05-26,2020-06-05,2024-08-06
1269547,Bellarmine Jesuit,"4200227 - Bellarmine Jesuit","4200227","Bulley & Andrews Masonry Restoration, LLC",Sacred / Religious Space,,2020-06-01,2020-06-05,2020-06-01,2020-06-05,2024-03-19
1269660,Boys & Girls Clubs of Chicago - Pool Repair,"5200129 - Boys & Girls Clubs of Chicago - Pool Repair","5200129","Bulley & Andrews Concrete Restoration, LLC",Clubs,,2020-05-26,2020-12-31,2020-05-26,2020-12-31,2024-08-06
1269830,Intrinsic Clark St. Lobby - R2 Scope,"1200209 - Intrinsic Clark St. Lobby - R2 Scope","1200209","Bulley & Andrews, LLC",K-12 School,Buildout of the Clark Street lobby entrance of the Intrinsic Schools Downtown Campus for building owner R2 ,2020-03-19,2020-08-06,2020-03-19,2020-08-06,2024-03-19
1270309,"9 West Walton_Balcony","5200130 - 9 West Walton_Balcony","5200130","Bulley & Andrews Concrete Restoration, LLC",Residential,,2020-05-27,2020-06-30,2020-05-27,2020-06-30,2024-08-06
1270423,Clifford Law Build-Out,"1200233 - Clifford Law Build-Out","1200233","Bulley & Andrews, LLC",Corporate,"Build-out of interior office space for Clifford Law Firm. Includes MEP, carpentry, finish carpentry, and MEP finishes. ",2020-09-21,2021-02-12,2020-09-21,2021-02-12,2024-03-19
1271289,Bulley & Andrews' COVID Action Plan,bacovid19 - Bulley & Andrews' COVID Action Plan,bacovid19,"Bulley & Andrews, LLC",Office,"As part of Bulley & Andrews' reopening, this Procore project will be the main source of documentation and tracking for internal employees as they re-enter the workplace.",2020-06-15,2021-06-15,2020-06-15,2021-06-15,2024-03-19
1271319,Capital One Scottsdale,"119074 - Capital One Scottsdale","119074","Bulley & Andrews, LLC",Corporate,,2019-11-04,2020-08-19,2019-11-04,2020-08-19,2024-08-06
1271743,"1236 N State","4200230 - 1236 N State","4200230","Bulley & Andrews Masonry Restoration, LLC",Residential,,2020-10-12,2020-10-16,2020-10-12,2020-10-16,2024-03-19
1272190,Longwood - CICS Tunnel - Concrete Repairs,"5200131 - Longwood - CICS Tunnel - Concrete Repairs","5200131","Bulley & Andrews Concrete Restoration, LLC",K-12 School,,2020-05-25,2020-05-29,2020-05-25,2020-05-29,2024-08-06
1272204,The Artesian Condominium,"4200231 - The Artesian Condominium","4200231","Bulley & Andrews Masonry Restoration, LLC",Residential,,2020-05-28,2020-06-18,2020-05-28,2020-06-18,2024-08-06
1272374,NW Lake Forest Amphitheater,"1200202 - NW Lake Forest Amphitheater","1200202","Bulley & Andrews, LLC",Healthcare,Building of new outdoor amphitheater ,2020-08-03,2020-10-30,2020-03-25,2020-09-14,2024-03-19
1272687,Fitzgerald Family Residence,"1200278 - Fitzgerald Family Residence","1200278","Bulley & Andrews, LLC",Residential,Residential Remodel,2020-08-03,2020-11-30,2020-08-03,2020-11-30,2024-03-19
1272736,"33 N LaSalle","4200232 - 33 N LaSalle","4200232","Bulley & Andrews Masonry Restoration, LLC",Historical Restoration,,2020-05-28,2020-05-31,2020-05-28,2020-05-31,2024-08-06
1273211,LU Santa Clara Hall (shoring),"4200233 - LU Santa Clara Hall (shoring)","4200233","Bulley & Andrews Masonry Restoration, LLC",Commercial,,2020-05-05,2020-05-29,2020-05-05,2020-05-29,2024-03-19
1274810,"120 North LaSalle","4200234 - 120 North LaSalle","4200234","Bulley & Andrews Masonry Restoration, LLC",Corporate,,2020-06-01,2020-06-09,2020-06-01,2020-06-09,2024-08-06
1274971,Cook County Forest Peserves,"4200235 - Cook County Forest Peserves","4200235","Bulley & Andrews Masonry Restoration, LLC",Community Center,,2020-06-08,2020-06-25,2020-06-08,2020-06-25,2024-08-06
1276250,NS Evanston COS Suite 105 Interior Alterations,"1200160 - NS Evanston COS Suite 105 Interior Alterations","1200160","Bulley & Andrews, LLC",Healthcare,Interior alterations to existing 1st floor suite.  ,2020-05-26,2020-07-24,2020-05-26,2020-07-24,2024-03-19
1276368,"156 W Superior St","4200236 - 156 W Superior St","4200236","Bulley & Andrews Masonry Restoration, LLC",Mixed-Use Space,,2020-06-11,2020-06-24,2020-06-11,2020-06-24,2024-08-06
1276400,COE Marketplace Buildout,"4200229 - COE Marketplace Buildout","4200229","Bulley & Andrews Masonry Restoration, LLC",Higher Ed,,2020-06-03,2020-06-30,2020-06-03,2020-06-30,2024-08-06
1276551,"1143 S Plymouth Ct","4200237 - 1143 S Plymouth Ct","4200237","Bulley & Andrews Masonry Restoration, LLC",Commercial,,2020-06-02,2020-06-26,2020-06-02,2020-06-26,2024-08-06
1276967,Daley Center,"4200238 - Daley Center","4200238","Bulley & Andrews Masonry Restoration, LLC",Commercial,,2020-06-02,2020-06-26,2020-06-02,2020-06-26,2024-08-06
1277006,Old McDonald's Headquarters - PT Investigation,"5200132 - Old McDonald's Headquarters - PT Investigation","5200132","Bulley & Andrews Concrete Restoration, LLC",Commercial,,2020-06-02,2020-12-31,2020-06-02,2020-12-31,2024-08-06
1277849,McDonalds Campus - Serpentine Bridge Canopy Repair,"5200133 - McDonalds Campus - Serpentine Bridge Canopy Repair","5200133","Bulley & Andrews Concrete Restoration, LLC",Corporate,Repair underside of Serpentine Bridge Canopy,2020-06-03,2020-06-12,2020-06-03,2020-06-12,2024-08-06
1278085,Parking Garage Repairs at Lake Hinsdale Tower (Delete),"5200134x - Parking Garage Repairs at Lake Hinsdale Tower (Delete)","5200134x","Bulley & Andrews Concrete Restoration, LLC",Parking Facility,Project consists of structural and waterproofing repairs to the multi-story concrete parking garage and several alternates including slab-on-grade and asphalt drive aisle replacement as fully described in the drawings and specifications.  Bid documents to be released no later than 6/8/2020.,2020-07-14,2020-09-30,2020-07-14,2020-09-30,2024-03-19
1278265,S&C Electric - Building 4,"5200135 - S&C Electric - Building 4","5200135","Bulley & Andrews Concrete Restoration, LLC",Commercial,,2020-06-03,2020-12-31,2020-06-03,2020-12-31,2024-08-06
1279099,NSCI - Minor Concrete Patching,"5200136 - NSCI - Minor Concrete Patching","5200136","Bulley & Andrews Concrete Restoration, LLC",Historical Restoration,Repair damaged facade precast,2020-06-04,2020-06-04,2020-06-04,2020-06-04,2024-08-06
1280298,King Cole (CDC access),"4200239 - King Cole (CDC access)","4200239","Bulley & Andrews Masonry Restoration, LLC",Hospitality,,2020-06-22,2020-07-03,2020-06-22,2020-07-03,2024-03-19
1280319,Howard Orloff,"4200240 - Howard Orloff","4200240","Bulley & Andrews Masonry Restoration, LLC",Commercial,,2020-06-10,2020-06-12,2020-06-10,2020-06-12,2024-03-19
1281108,Regency Plaza Parking Garage,"5200137 - Regency Plaza Parking Garage","5200137","Bulley & Andrews Concrete Restoration, LLC",Parking Facility,,2020-06-05,2021-01-01,2020-06-05,2021-01-01,2024-08-06
1281224,"536 S Clark","4200221 - 536 S Clark","4200221","Bulley & Andrews Masonry Restoration, LLC",Commercial,,2020-06-04,2020-06-26,2020-06-04,2020-06-26,2024-08-06
1281329,LU Dumbach Hall,"4200210 - LU Dumbach Hall","4200210","Bulley & Andrews Masonry Restoration, LLC",Higher Ed,,2020-06-15,2020-06-17,2020-06-15,2020-06-17,2024-03-19
1281823,Chase Tower Tunnel Repair Project,"5200138 - Chase Tower Tunnel Repair Project","5200138","Bulley & Andrews Concrete Restoration, LLC",Financial,Tunnel exterior waterproofing and concrete repair,2020-06-08,2020-06-08,2020-06-08,2020-06-08,2024-08-06
1282244,BAMR Tech,"9999999 - BAMR Tech","9999999","Bulley & Andrews Masonry Restoration, LLC",Corporate,,2020-06-08,2022-06-06,2020-06-08,2022-06-06,2024-08-06
1282764,"199 E Lake Shore Drive","4200241 - 199 E Lake Shore Drive","4200241","Bulley & Andrews Masonry Restoration, LLC",Historical Restoration,,2020-09-14,2021-07-04,2020-09-14,2021-07-04,2024-08-06
1282820,Parking Garage Repairs at Lake Hinsdale Tower,"5200134 - Parking Garage Repairs at Lake Hinsdale Tower","5200134","Bulley & Andrews Concrete Restoration, LLC",Parking Facility,,2020-06-09,2020-12-31,2020-06-09,2020-12-31,2024-08-06
1284749,Wrigley Building Graffiti Repairs,"4200242 - Wrigley Building Graffiti Repairs","4200242","Bulley & Andrews Masonry Restoration, LLC",Commercial,,2020-06-09,2020-06-10,2020-06-09,2020-06-10,2024-08-06
1284795,"707 West Junior Terrace","4200243 - 707 West Junior Terrace","4200243","Bulley & Andrews Masonry Restoration, LLC",Residential,,2020-06-09,2020-06-09,2020-06-09,2020-06-09,2024-08-06
1285173,"1843 W Nelson","4200244 - 1843 W Nelson","4200244","Bulley & Andrews Masonry Restoration, LLC",Residential,,2020-06-10,2020-06-10,2020-06-10,2020-06-10,2024-03-19
1285496,"303 East Wacker - Expansion Joint Replacement","5200139 - 303 East Wacker - Expansion Joint Replacement","5200139","Bulley & Andrews Concrete Restoration, LLC",Commercial,,2020-06-24,2020-12-31,2020-06-24,2020-12-31,2024-08-06
1286304,"1720 S Michigan","4200245 - 1720 S Michigan","4200245","Bulley & Andrews Masonry Restoration, LLC",Residential,,2020-08-24,2020-09-04,2020-08-24,2020-09-04,2024-03-19
1286739,"9 W Walton","4200246 - 9 W Walton","4200246","Bulley & Andrews Masonry Restoration, LLC",Residential,,2020-06-11,2020-06-11,2020-06-11,2020-06-11,2024-08-06
1287160,"6033 N Sheridan Rd","4200247 - 6033 N Sheridan Rd","4200247","Bulley & Andrews Masonry Restoration, LLC",Mixed-Use Space,,2020-07-24,2020-06-24,2020-07-24,2020-06-24,2024-03-19
1288520,"LaGrange Fire Station, Rehabilitation of Apparatus Floor","5200141 - LaGrange Fire Station, Rehabilitation of Apparatus Floor","5200141","Bulley & Andrews Concrete Restoration, LLC",Municipal,"Base bid repairs include partial and full depth concrete repairs, embedded galvanic anode system, and shimming structural steel girders.",2020-06-12,2020-06-12,2020-06-12,2020-06-12,2024-08-06
